法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
法律,明治三十八年法律第六十六号,明治三十八年法律第六十六号（外国ニ於テ流通スル貨幣紙幣銀行券証券偽造変造及模造ニ関スル法律）,がいこくにおいてりゅうつうするかへいしへいぎんこうけんしょうけんぎぞうへんぞうおよびもぞうにかんするほうりつ,,明治三十八年三月二十日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,138AC1000000066,https://laws.e-gov.go.jp/law/138AC1000000066/20250601_504AC0000000068,
府省令,明治三十八年内務省令第二号,明治三十八年内務省令第二号（明治三十八年法律第六十六号ノ官没ニ関スル手続）,めいじさんじゅうはちねんほうりつだいろくじゅうろくごうのかんぼつにかんするつづき,,明治三十八年三月二十日,,,明治三十八年三月二十日,明治三十八年三月二十日,,138M10000008002,https://laws.e-gov.go.jp/law/138M10000008002/19050320_000000000000000,
府省令,明治三十八年外務省令第一号,明治三十八年外務省令第一号（明治三十八年法律第六十六号ノ官没ニ関スル手続）,めいじさんじゅうはちねんほうりつだいろくじゅうろくごうのかんぼつにかんするてつづき,,明治三十八年三月二十日,,,明治三十八年三月二十日,明治三十八年三月二十日,,138M10000020001,https://laws.e-gov.go.jp/law/138M10000020001/19050320_000000000000000,
府省令,明治三十八年大蔵省令第五十一号,明治三十八年大蔵省令第五十一号（印紙貼用方ノ件）,いんしちょうようかたのけん,,明治三十八年十一月十六日,,大正九年大蔵省令第二十一号,大正九年六月二十四日,大正九年六月二十四日,,138M10000040051,https://laws.e-gov.go.jp/law/138M10000040051/19200624_209M10000040021,
府省令,明治三十八年逓信省令第三十七号,鉄道抵当法施行規則,てつどうていとうほうしこうきそく,,明治三十八年五月二十二日,押印を求める手続の見直し等のための国土交通省関係省令の一部を改正する省令,令和二年国土交通省令第九十八号,令和二年十二月二十三日,令和三年一月一日,,138M10001000037,https://laws.e-gov.go.jp/law/138M10001000037/20210101_502M60000800098,
法律,明治三十九年法律第三十四号,明治三十九年法律第三十四号（国債ニ関スル法律）,こくさいにかんするほうりつ,,明治三十九年四月十一日,民法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,平成二十九年法律第四十五号,平成二十九年六月二日,令和二年四月一日,,139AC0000000034,https://laws.e-gov.go.jp/law/139AC0000000034/20200401_429AC0000000045,
法律,明治三十九年法律第五十一号,紙幣類似証券取締法,しへいるいじしょうけんとりしまりほう,,明治三十九年五月八日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,139AC0000000051,https://laws.e-gov.go.jp/law/139AC0000000051/20250601_504AC0000000068,
勅令,明治三十九年勅令第百三十七号,明治三十九年勅令第百三十七号（国債償還ノ為抽籤執行ノ場合ニ於ケル立会者ニ関スル件）,こくさいしょうかんのためちゅうせんしっこうのばあいにおけるたちあいしゃにかんするけん,,明治三十九年六月六日,,平成十二年政令第三百七号,平成十二年六月七日,平成十三年一月六日,,139IO0000000137,https://laws.e-gov.go.jp/law/139IO0000000137/20010106_412CO0000000307,
府省令,明治三十九年農商務省令第二十七号,国有林野台帳規程,こくゆうりんやだいちょうきてい,,明治三十九年九月二十一日,押印を求める手続等の見直しのための農林水産省関係省令の一部を改正する省令,令和二年農林水産省令第八十三号,令和二年十二月二十一日,令和二年十二月二十一日,,139M10000200027,https://laws.e-gov.go.jp/law/139M10000200027/20201221_502M60000200083,
法律,明治四十年法律第四十五号,刑法,けいほう,,明治四十年四月二十四日,情報通信技術の進展等に対応するための刑事訴訟法等の一部を改正する法律,令和七年法律第三十九号,令和七年五月二十三日,令和八年五月二十一日,,140AC0000000045,https://laws.e-gov.go.jp/law/140AC0000000045/20260521_507AC0000000039,
法律,明治四十一年法律第二十九号,刑法施行法,けいほうしこうほう,,明治四十一年三月二十八日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,141AC0000000029,https://laws.e-gov.go.jp/law/141AC0000000029/20250601_504AC0000000068,
法律,明治四十一年法律第五十号,水害予防組合法,すいがいよぼうくみあいほう,,明治四十一年四月十三日,行政不服審査法の施行に伴う関係法律の整備等に関する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,141AC0000000050,https://laws.e-gov.go.jp/law/141AC0000000050/20160401_426AC0000000069,
法律,明治四十一年法律第五十三号,公証人法,こうしょうにんほう,,明治四十一年四月十四日,民事関係手続等における情報通信技術の活用等の推進を図るための関係法律の整備に関する法律,令和五年法律第五十三号,令和五年六月十四日,令和七年十月一日,,141AC0000000053,https://laws.e-gov.go.jp/law/141AC0000000053/20251001_505AC0000000053,
法律,明治四十一年法律第五十三号,公証人法,こうしょうにんほう,,明治四十一年四月十四日,民事関係手続等における情報通信技術の活用等の推進を図るための関係法律の整備に関する法律,令和五年法律第五十三号,令和五年六月十四日,令和十年六月十三日,公布の日から起算して五年を超えない範囲内において政令で定める日,141AC0000000053,https://laws.e-gov.go.jp/law/141AC0000000053/20280613_505AC0000000053,○
法律,明治四十一年法律第五十七号,北海道国有未開地処分法,ほっかいどうこくゆうみかいちしょぶんほう,,明治四十一年四月十五日,,平成十六年法律第百二十四号,平成十六年六月十八日,平成十七年三月七日,,141AC0000000057,https://laws.e-gov.go.jp/law/141AC0000000057/20050307_416AC0000000124,
勅令,明治四十一年勅令第百九十一号,水害予防組合職員賠償責任及身元保証令,すいがいよぼうくみあいしょくいんばいしょうせきにんおよびみもとほしょうれい,,明治四十一年八月三日,行政不服審査法及び行政不服審査法の施行に伴う関係法律の整備等に関する法律の施行に伴う関係政令の整備に関する政令,平成二十七年政令第三百九十二号,平成二十七年十一月二十六日,平成二十八年四月一日,,141IO0000000191,https://laws.e-gov.go.jp/law/141IO0000000191/20160401_427CO0000000392,
勅令,明治四十一年勅令第二百十七号,明治四十一年勅令第二百十七号（刑法施行前ニ公布シタル命令ニ関スル件）,けいほうしこうまえにこうふしたるめいれいにかんするけん,,明治四十一年九月二十四日,,,明治四十一年九月二十四日,明治四十一年九月二十四日,,141IO0000000217,https://laws.e-gov.go.jp/law/141IO0000000217/19080924_000000000000000,
勅令,明治四十一年勅令第二百八十七号,明治四十一年勅令第二百八十七号（政府ニ納ムヘキ保証金其ノ他ノ担保ニ充用スル国債ノ価格ニ関スル件）,せいふにおさむべきほしょうきんそのたのたんぽにじゅうようするこくさいのかかくにかんするけん,,明治四十一年十一月二十八日,,平成十二年政令第三百七号,平成十二年六月七日,平成十三年一月六日,,141IO0000000287,https://laws.e-gov.go.jp/law/141IO0000000287/20010106_412CO0000000307,
勅令,明治四十一年勅令第二百九十一号,勲章褫奪令,くんしょうちだつれい,,明治四十一年十二月二日,刑法等の一部を改正する法律及び刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律の施行に伴う関係政令の整理等及び経過措置に関する政令,令和七年政令第百九十三号,令和七年五月二十三日,令和七年六月一日,,141IO0000000291,https://laws.e-gov.go.jp/law/141IO0000000291/20250601_507CO0000000193,
府省令,明治四十一年閣令第二号,勲章褫奪令施行細則,くんしょうちだつれいしこうさいそく,,明治四十一年十二月二日,勲章褫奪令施行細則の一部を改正する内閣府令,令和七年内閣府令第四十七号,令和七年五月二十三日,令和七年六月一日,,141M10000001002,https://laws.e-gov.go.jp/law/141M10000001002/20250601_507M60000002047,
府省令,明治四十一年内務省令第十三号,明治四十一年内務省令第十三号（水害予防組合法ニ依ル予算調製ノ式及費目流用其ノ他財務ニ関スル件）,すいがいよぼうくみあいほうによるよさんちょうせいのしきおよびひもくりゅうようそのたざいむにかんするけん,,明治四十一年八月三日,水害予防組合法による予算調製の式及び費目流用その他財務に関する件等の一部を改正する省令,令和元年国土交通省令第一号,令和元年五月七日,令和元年五月七日,,141M10000008013,https://laws.e-gov.go.jp/law/141M10000008013/20190507_501M60000800001,
府省令,明治四十一年内務省令第十四号,水害予防組合法第八十二条ニ依ル水害予防組合吏員服務紀律,すいがいよぼうくみあいほうだいはちじゅうにじょうによるすいがいよぼうくみあいりいんふくむきりつ,,明治四十一年八月三日,,平成十二年建設省令第十号,平成十二年一月三十一日,平成十二年四月一日,,141M10000008014,https://laws.e-gov.go.jp/law/141M10000008014/20000401_412M50004000010,
法律,明治四十二年法律第八号,明治四十二年法律第八号（登録国債ノ担保充用ニ関スル法律）,とうろくこくさいのたんぽじゅうようにかんするほうりつ,,明治四十二年三月二十二日,,,明治四十二年三月二十二日,明治四十二年三月二十二日,,142AC0000000008,https://laws.e-gov.go.jp/law/142AC0000000008/19090322_000000000000000,
法律,明治四十二年法律第九号,明治四十二年法律第九号（政府ニ対スル保証金其ノ他ノ担保ニ供シタル国債ノ買入銷却ニ関スル法律）,せいふにたいするほしょうきんそのたのたんぽにきょうしたるこくさいのかいいれさうきゃくにかんするほうりつ,,明治四十二年三月二十二日,,平成十一年法律第百六十号,平成十一年十二月二十二日,平成十三年一月六日,,142AC0000000009,https://laws.e-gov.go.jp/law/142AC0000000009/20010106_411AC0000000160,
法律,明治四十二年法律第二十二号,明治四十二年法律第二十二号（立木ニ関スル法律）,りゅうぼくにかんするほうりつ,,明治四十二年四月五日,,平成十六年法律第百二十四号,平成十六年六月十八日,平成十七年三月七日,,142AC0000000022,https://laws.e-gov.go.jp/law/142AC0000000022/20050307_416AC0000000124,
法律,明治四十二年法律第二十八号,明治四十二年法律第二十八号（軌道ノ抵当ニ関スル法律）,きどうのていとうにかんするほうりつ,,明治四十二年四月十三日,日本国有鉄道改革法等施行法　抄,昭和六十一年法律第九十三号,昭和六十一年十二月四日,昭和六十一年十二月四日,,142AC0000000028,https://laws.e-gov.go.jp/law/142AC0000000028/19861204_361AC0000000093,
法律,明治四十二年法律第三十九号,印紙犯罪処罰法,いんしはんざいしょばつほう,,明治四十二年四月二十八日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,142AC0000000039,https://laws.e-gov.go.jp/law/142AC0000000039/20250601_504AC0000000068,
勅令,明治四十二年勅令第百二十号,明治四十二年勅令第百二十号（刑法施行後施行ノ命令ニ掲ケタル刑法ノ刑名ニ関スル件）,けいほうしこうごしこうのめいれいにかかげたるけいほうのけいめいにかんするけん,,明治四十二年五月一日,,,明治四十二年五月一日,明治四十二年五月一日,,142IO0000000120,https://laws.e-gov.go.jp/law/142IO0000000120/19090501_000000000000000,
